pick_id,status,decision,confidence,reason,date,time,gender,level,surface,surface_source,raw_event_type_type,raw_event_type_key,raw_event_type,raw_event_name,raw_event_country_name,raw_league_name,raw_competition_name,raw_tournament_name,raw_tournament_round,context_text,tournament,round,match,pick,opponent,side,market_side,odds,avg_odds,median_odds,best_odds,best_bookmaker,implied_prob,tle_model,tle_prob,tle_edge,tle_min_level_matches,tle_min_surface_matches,bookmakers_raw,bookmakers_clean,outlier_bookmakers_removed,stake,stake_label,player_key,opponent_key,player_api_key,opponent_api_key,player_canonical_key,opponent_canonical_key,mapping_status,player_last5_win_rate,opponent_last5_win_rate,last5_win_rate_diff,player_last10_win_rate,opponent_last10_win_rate,last10_win_rate_diff,player_last10_set_diff_avg,opponent_last10_set_diff_avg,last10_set_diff_diff,player_last10_game_diff_avg,opponent_last10_game_diff_avg,last10_game_diff_diff,h2h_matches,h2h_player_wins,h2h_opponent_wins,form_support,h2h_support,fatigue_flag,created_at,result,profit,roi,settled_at,final_score,event_status,event_winner,event_winner_key,running_wins,running_losses,running_w_l,running_total_stake,running_total_profit,running_roi,event_key,fixture_id,qualification
32cd07fd45ed09669611e7f5ace327f8,win,STRONG_BET,strong,pass_strong_edge,2026-06-20,11:30,women,itf,unknown,missing,Itf Women Singles,,,,,,,W35 Klosters,W35 Klosters - Semi-finals,itf women singles w35 klosters w35 klosters   semi finals 11223,W35 Klosters,W35 Klosters - Semi-finals,E. Seibold - B. Passola,B. Passola,E. Seibold,away,Away,1.968,1.968,1.95,2.1,bet365,0.50813008,level_only,0.62142403,0.11329395,57,,10,10,0,1.25,Strong,53340,13503,women:api:53340,women:api:13503,women:sackmann:260926,women:sackmann:215459,mapped,1.0,0.6,0.4,0.7,0.5,0.2,0.9,-0.1,1.0,4.0,-0.2,4.2,0,0,0,FORM_SUPPORTS_PICK,H2H_TOO_SMALL,FATIGUE_EDGE_PICK,2026-06-20T08:38:36.316881+02:00,win,1.21,0.968,2026-06-20T17:51:18+00:00,1 - 2,Finished,Second Player,53340,14,12,14-12,30.25,-0.53575,-0.017711,12138732,12138732,
eca2462695f1abeca6b16ef7a91f9323,win,BET,normal,pass_edge,2026-06-20,11:30,women,itf,unknown,missing,Itf Women Singles,,,,,,,W35 Ystad,W35 Ystad - Semi-finals,itf women singles w35 ystad w35 ystad   semi finals 12637,W35 Ystad,W35 Ystad - Semi-finals,L. Nilsson - T. Frodin,L. Nilsson,T. Frodin,home,Home,1.6156,1.6156,1.62,1.68,Pncl,0.61896509,level_only,0.68739973,0.06843464,38,,9,9,0,1.0,Standard,51328,53978,women:api:51328,women:api:53978,women:sackmann:263909,women:sackmann:264140,mapped,0.6,0.6,0.0,0.7,0.5,0.2,0.9,-0.2,1.1,2.4,0.3,2.1,0,0,0,FORM_SUPPORTS_PICK,H2H_TOO_SMALL,FATIGUE_EDGE_PICK,2026-06-20T08:37:59.348245+02:00,win,0.6156,0.6156,2026-06-20T17:51:18+00:00,2 - 0,Finished,First Player,51328,15,12,15-12,31.25,0.07985,0.002555,12138677,12138677,
27706aa789548efc7545ff382203585f,loss,STRONG_BET,strong,pass_strong_edge,2026-06-20,11:30,women,itf,unknown,missing,Itf Women Singles,,,,,,,W35 Ystad,W35 Ystad - Semi-finals,itf women singles w35 ystad w35 ystad   semi finals 12637,W35 Ystad,W35 Ystad - Semi-finals,M. Sieg - L. Petruzelova,L. Petruzelova,M. Sieg,away,Away,3.2478,3.2478,3.21,3.5,Betfair,0.30790073,level_only,0.51386233,0.20596159,62,,10,9,1,1.25,Strong,1355,9246,women:api:1355,women:api:9246,women:sackmann:221219,women:sackmann:221020,mapped,1.0,0.6,0.4,0.8,0.4,0.4,1.1,-0.2,1.3,4.0,-0.3,4.3,0,0,0,FORM_SUPPORTS_PICK,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-20T08:38:01.230780+02:00,loss,-1.25,-1.0,2026-06-20T17:51:18+00:00,2 - 1,Finished,First Player,9246,15,13,15-13,32.5,-1.17015,-0.036005,12138678,12138678,
19eda07a59edeb6df2e8cfcc577c5ca0,loss,STRONG_BET,strong,pass_strong_edge,2026-06-20,12:00,men,itf,unknown,missing,Itf Men Singles,,,,,,,M15 Saarlouis,M15 Saarlouis - Semi-finals,itf men singles m15 saarlouis m15 saarlouis   semi finals 9768,M15 Saarlouis,M15 Saarlouis - Semi-finals,M. Vankan - M. Zielinski,M. Zielinski,M. Vankan,away,Away,1.9217,1.9217,1.93,2.0,bet365,0.52037259,level_only,0.60696642,0.08659383,154,,6,6,0,1.25,Strong,27904,1265,men:api:27904,men:api:1265,men:sackmann:210505,men:sackmann:207535,mapped,0.8,0.8,0.0,0.8,0.7,0.1,0.9,0.7,0.2,2.8,3.1,-0.3,1,0,1,FORM_NEUTRAL,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-20T08:40:31.972809+02:00,loss,-1.25,-1.0,2026-06-20T17:51:18+00:00,2 - 0,Finished,First Player,1265,15,14,15-14,33.75,-2.42015,-0.071708,12138817,12138817,
27892b119abbf97eae006b9089aa42c3,loss,BET,normal,pass_edge,2026-06-20,12:00,women,atp_wta,grass,tournament_surface_map,Wta Singles,,,,,,,Nottingham,WTA Nottingham - Semi-finals,wta singles nottingham wta nottingham   semi finals 2215,Nottingham,WTA Nottingham - Semi-finals,Ka. Pliskova - M. Bouzkova,Ka. Pliskova,M. Bouzkova,home,Home,1.9117,1.9117,1.915,1.96,Pncl,0.52309463,blend_70_30,0.58298587,0.05989124,80,17,12,12,0,1.0,Standard,517,2820,women:api:517,women:api:2820,women:sackmann:201662,women:sackmann:213631,mapped,0.8,0.8,0.0,0.7,0.7,0.0,0.5,0.8,-0.3,0.3,3.3,-3.0,2,1,1,FORM_NEUTRAL,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-20T08:38:07.419202+02:00,loss,-1.0,-1.0,2026-06-20T17:51:18+00:00,0 - 2,Finished,Second Player,2820,15,15,15-15,34.75,-3.42015,-0.098422,12138694,12138694,
c7b21c72a9721cac33b04ea62e78dc35,win,STRONG_BET,strong,pass_strong_edge,2026-06-20,12:00,women,itf,unknown,missing,Itf Women Singles,,,,,,,W35 Mohammedia,W35 Mohammedia - Semi-finals,itf women singles w35 mohammedia w35 mohammedia   semi finals 11389,W35 Mohammedia,W35 Mohammedia - Semi-finals,L. Vujovic - D. Egorova,D. Egorova,L. Vujovic,away,Away,2.5,2.5,2.5,2.7,Pncl,0.4,level_only,0.54456168,0.14456168,71,,9,9,0,1.25,Strong,63419,65718,women:api:63419,women:api:65718,women:sackmann:266864,women:sackmann:266851,mapped,0.6,1.0,-0.4,0.6,0.9,-0.3,0.4,1.3,-0.9,1.5,4.2,-2.7,0,0,0,FORM_AGAINST_PICK,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-20T08:38:40.088652+02:00,win,1.875,1.5,2026-06-20T17:51:18+00:00,1 - 2,Finished,Second Player,63419,16,15,16-15,36.0,-1.54515,-0.042921,12138735,12138735,
33f48a3b5056a42cc1f50cb3de66243d,loss,STRONG_BET,strong,pass_strong_edge,2026-06-20,12:30,men,itf,unknown,missing,Itf Men Singles,,,,,,,M25 Lourinha (Portugal),M25 Lourinha - Semi-finals,itf men singles m25 lourinha (portugal) m25 lourinha   semi finals 13999,M25 Lourinha (Portugal),M25 Lourinha - Semi-finals,P. Martinez Gomez - T. Torres,P. Martinez Gomez,T. Torres,home,Home,2.3478,2.3478,2.36,2.5,Betfair,0.42593066,level_only,0.50722817,0.08129752,40,,9,9,0,1.25,Strong,49886,14435,men:api:49886,men:api:14435,men:sackmann:212104,men:sackmann:208426,mapped,1.0,0.6,0.4,0.9,0.7,0.2,1.3,0.6,0.7,2.8,2.6,0.2,0,0,0,FORM_SUPPORTS_PICK,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-20T08:39:02.294252+02:00,loss,-1.25,-1.0,2026-06-20T17:51:18+00:00,0 - 2,Finished,Second Player,14435,16,16,16-16,37.25,-2.79515,-0.075038,12138757,12138757,
b7a9122e72049b3be5aa67df586016af,win,STRONG_BET,strong,pass_strong_edge,2026-06-20,14:00,men,atp_wta,grass,tournament_surface_map,Atp Singles,,,,,,,London,ATP London - Semi-finals,atp singles london atp london   semi finals 2042,London,ATP London - Semi-finals,B. Nakashima - F. Cerundolo,F. Cerundolo,B. Nakashima,away,Away,2.355,2.355,2.37,2.45,1xBet,0.42462845,blend_70_30,0.53182011,0.10719166,161,16,12,12,0,1.25,Strong,1104,2838,men:api:1104,men:api:2838,men:sackmann:202103,men:sackmann:206909,mapped,0.8,0.8,0.0,0.6,0.6,0.0,0.4,0.5,-0.1,2.3,2.7,-0.4,0,0,0,FORM_NEUTRAL,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-20T08:38:05.364093+02:00,win,1.69375,1.355,2026-06-20T17:51:18+00:00,1 - 2,Finished,Second Player,1104,17,16,17-16,38.5,-1.1014,-0.028608,12138693,12138693,
88e6a67c1e99132d968223e42f9c2c68,win,BET,normal,pass_edge,2026-06-20,14:00,men,challenger,clay,tournament_surface_map,Challenger Men Singles,,,,,,,Poznan,Poznan - Final,challenger men singles poznan poznan   final 2453,Poznan,Poznan - Final,F. Diaz Acosta - G. Heide,G. Heide,F. Diaz Acosta,away,Away,2.2255,2.2255,2.22,2.3,Pncl,0.44933723,blend_60_40,0.51395896,0.06462173,127,158,11,11,0,1.0,Standard,2410,2002,men:api:2410,men:api:2002,men:sackmann:208361,men:sackmann:207680,mapped,0.8,0.8,0.0,0.7,0.8,-0.1,0.6,1.0,-0.4,1.1,3.1,-2.0,2,0,2,FORM_NEUTRAL,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-20T08:38:09.464270+02:00,win,1.2255,1.2255,2026-06-20T17:51:18+00:00,0 - 2,Finished,Second Player,2410,18,16,18-16,39.5,0.1241,0.003142,12138695,12138695,
469e7002f34163764e3cb576b4525632,loss,STRONG_BET,strong,pass_strong_edge,2026-06-20,14:30,women,itf,unknown,missing,Itf Women Singles,,,,,,,W15 Dinard,W15 Dinard - Semi-finals,itf women singles w15 dinard w15 dinard   semi finals 11630,W15 Dinard,W15 Dinard - Semi-finals,M. Maquet - A. Stoyanov,M. Maquet,A. Stoyanov,home,Home,2.113,2.113,2.1,2.2,Betfair,0.47326077,level_only,0.65185587,0.1785951,26,,10,10,0,1.25,Strong,69067,70319,women:api:69067,women:api:70319,women:sackmann:220875,women:sackmann:267422,mapped,0.8,0.6,0.2,0.7,0.6,0.1,0.9,0.4,0.5,5.3,1.1,4.2,0,0,0,FORM_NEUTRAL,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-20T08:38:44.122806+02:00,loss,-1.25,-1.0,2026-06-20T17:51:18+00:00,0 - 2,Finished,Second Player,70319,18,17,18-17,40.75,-1.1259,-0.027629,12138738,12138738,
a6f6ae5be335c3264e6185834afcbacd,win,STRONG_BET,strong,pass_strong_edge,2026-06-21,12:00,women,itf,unknown,missing,Itf Women Singles,,,,,,,W35 Mohammedia,W35 Mohammedia - Final,itf women singles w35 mohammedia w35 mohammedia   final 11389,W35 Mohammedia,W35 Mohammedia - Final,D. Egorova - N. Vargova,D. Egorova,N. Vargova,home,Home,2.818,2.818,2.83,3.0,bet365,0.3548616,level_only,0.51007101,0.1552094,88,,10,10,0,1.25,Strong,63419,15593,women:api:63419,women:api:15593,women:sackmann:266864,women:sackmann:233747,mapped,0.8,0.8,0.0,0.6,0.9,-0.3,0.3,1.6,-1.3,0.6,7.6,-7.0,1,0,1,FORM_AGAINST_PICK,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-21T10:40:33.360723+02:00,win,2.2725,1.818,2026-06-21T22:42:32+00:00,2 - 1,Finished,First Player,63419,19,17,19-17,42.0,1.1466,0.0273,12138899,12138899,
733de5938f14d2db86b1ce9a118b908a,win,STRONG_BET,strong,pass_strong_edge,2026-06-21,17:30,women,challenger,clay,tournament_surface_map,Challenger Women Singles,,,,,,,Brescia (Italy) - Qualification,Brescia - Final,challenger women singles brescia (italy)   qualification brescia   final 13973,Brescia (Italy) - Qualification,Brescia - Final,Xiy. Wang - M. Sherif,M. Sherif,Xiy. Wang,away,Away,2.6336,2.6336,2.63,2.85,Pncl,0.37970838,blend_60_40,0.55025634,0.17054795,12,54,11,11,0,1.25,Strong,510,463,women:api:510,women:api:463,women:sackmann:210886,women:sackmann:216016,mapped,0.8,0.8,0.0,0.7,0.8,-0.1,0.8,1.2,-0.4,3.2,5.2,-2.0,1,1,0,FORM_NEUTRAL,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-21T11:16:58.903602+02:00,win,2.042,1.6336,2026-06-21T22:42:32+00:00,0 - 2,Finished,Second Player,510,20,17,20-17,43.25,3.1886,0.073725,12138974,12138974,True
0acec50c8ce1e9dcb6034428d31542d2,pending,STRONG_BET,strong,pass_strong_edge,2026-06-22,12:00,men,grand_slam,grass,tournament_surface_map,Atp Singles,,,,,,,Wimbledon,ATP Wimbledon - Quarter-finals,atp singles wimbledon atp wimbledon   quarter finals 2053,Wimbledon,ATP Wimbledon - Quarter-finals,S. Napolitano - B. Harris,S. Napolitano,B. Harris,home,Home,3.6389,3.6389,3.64,3.85,Pncl,0.27480832,blend_70_30,0.52938276,0.25457444,33,8,10,9,1,1.25,Strong,3915,1186,men:api:3915,men:api:1186,men:sackmann:109303,men:sackmann:126129,mapped,0.8,0.6,0.2,0.6,0.4,0.2,0.5,-0.6,1.1,1.0,-1.6,2.6,1,0,1,FORM_SUPPORTS_PICK,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-22T08:10:14.184356+02:00,,,,,,,,,,,,,,,12139104,12139104,True
a09b822b9ac4f34d15bee4a597133704,pending,BET,normal,pass_edge,2026-06-22,13:15,men,challenger,clay,api_tournaments_metadata:tournament_sourface,Challenger Men Singles,,,,,,,Targu Mures,Targu Mures - 1/16-finals,challenger men singles targu mures targu mures   1/16 finals 12993,Targu Mures,Targu Mures - 1/16-finals,I. Simakin - M. Topo,I. Simakin,M. Topo,home,Home,2.321,2.321,2.315,2.38,Betfair,0.43084877,blend_60_40,0.50102925,0.07018048,91,5,10,10,0,1.0,Standard,1238,833,men:api:1238,men:api:833,men:sackmann:209899,men:sackmann:209916,mapped,0.0,0.2,-0.2,0.2,0.1,0.1,-0.9,-1.3,0.4,-1.7,-4.7,3.0,0,0,0,FORM_NEUTRAL,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-22T12:25:21.848400+02:00,,,,,,,,,,,,,,,12138994,12138994,
d34d5cc8c97d8b42e7731e95767f4fad,loss,STRONG_BET,strong,pass_strong_edge,2026-06-22,13:30,women,atp_wta,grass,api_tournaments_metadata:tournament_sourface,Wta Singles,,,,,,,Eastbourne,WTA Eastbourne - 1/16-finals,wta singles eastbourne wta eastbourne   1/16 finals 1358,Eastbourne,WTA Eastbourne - 1/16-finals,A. Tomljanovic - E. Cocciaretto,E. Cocciaretto,A. Tomljanovic,away,Away,2.4836,2.4836,2.5,2.52,Marathon,0.40264133,blend_70_30,0.56668882,0.16404749,79,18,11,11,0,1.25,Strong,477,1146,women:api:477,women:api:1146,women:sackmann:220714,women:sackmann:201548,mapped,0.4,0.8,-0.4,0.5,0.5,0.0,0.1,0.1,0.0,0.5,0.9,-0.4,0,0,0,FORM_NEUTRAL,H2H_TOO_SMALL,FATIGUE_EDGE_PICK,2026-06-22T12:55:13.636066+02:00,loss,-1.25,-1.0,2026-06-23T06:54:33+00:00,2 - 1,Finished,First Player,1146,20,18,20-18,44.5,1.9386,0.043564,12139160,12139160,
358db879abb143a0b29a41c3273df409,loss,STRONG_BET,strong,pass_strong_edge,2026-06-22,13:45,men,atp_wta,clay,api_tournaments_metadata:tournament_sourface,Atp Singles,,,,,,,Mallorca,ATP Mallorca - 1/16-finals,atp singles mallorca atp mallorca   1/16 finals 3681,Mallorca,ATP Mallorca - 1/16-finals,F. Marozsan - A. Molcan,A. Molcan,F. Marozsan,away,Away,2.105,2.105,2.1,2.15,Superbet,0.47505938,blend_70_30,0.6970178,0.22195842,54,86,10,10,0,1.25,Strong,436,10148,men:api:436,men:api:10148,men:sackmann:144684,men:sackmann:206681,mapped,0.8,0.2,0.6,0.7,0.3,0.4,0.6,-1.0,1.6,2.4,-3.5,5.9,0,0,0,FORM_SUPPORTS_PICK,H2H_TOO_SMALL,FATIGUE_RISK_PICK,2026-06-22T12:53:51.111400+02:00,loss,-1.25,-1.0,2026-06-23T06:54:33+00:00,2 - 1,Finished,First Player,10148,20,19,20-19,45.75,0.6886,0.015051,12139091,12139091,
a3a57d567b3b5dfdf249f4babb1cf414,pending,STRONG_BET,strong,pass_strong_edge,2026-06-22,15:00,men,grand_slam,grass,tournament_surface_map,Atp Singles,,,,,,,Wimbledon,ATP Wimbledon - Quarter-finals,atp singles wimbledon atp wimbledon   quarter finals 2053,Wimbledon,ATP Wimbledon - Quarter-finals,R. Noguchi - L. Nardi,R. Noguchi,L. Nardi,home,Home,2.53,2.53,2.57,2.66,1xBet,0.39525692,blend_70_30,0.53414796,0.13889104,13,13,10,10,0,1.25,Strong,690,386,men:api:690,men:api:386,men:sackmann:200677,men:sackmann:208134,mapped,0.6,0.4,0.2,0.5,0.5,0.0,-0.2,0.3,-0.5,0.0,0.1,-0.1,2,1,1,FORM_NEUTRAL,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-22T08:11:24.012088+02:00,,,,,,,,,,,,,,,12139137,12139137,True
95eba3682fb7c409e8d711c7ec61197c,void,BET,normal,pass_edge,2026-06-22,16:00,men,atp_wta,clay,api_tournaments_metadata:tournament_sourface,Atp Singles,,,,,,,Mallorca,ATP Mallorca - 1/16-finals,atp singles mallorca atp mallorca   1/16 finals 3681,Mallorca,ATP Mallorca - 1/16-finals,M. Kecmanovic - H. Medjedovic,H. Medjedovic,M. Kecmanovic,away,Away,1.5767,1.5767,1.58,1.6,Unibet,0.63423606,blend_70_30,0.69259884,0.05836277,106,56,12,12,0,1.0,Standard,2677,2848,men:api:2677,men:api:2848,men:sackmann:209098,men:sackmann:200175,mapped,0.4,0.6,-0.2,0.6,0.7,-0.1,0.3,0.9,-0.6,0.6,2.7,-2.1,0,0,0,FORM_NEUTRAL,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-22T12:53:10.130461+02:00,void,0.0,0.0,2026-06-23T06:54:33+00:00,-,Cancelled,,,20,19,20-19,46.75,0.6886,0.014729,12138859,12138859,
74043750034ec8f065621d6219586f2f,win,STRONG_BET,strong,pass_strong_edge,2026-06-22,16:30,women,atp_wta,grass,api_tournaments_metadata:tournament_sourface,Wta Singles,,,,,,,Eastbourne,WTA Eastbourne - 1/16-finals,wta singles eastbourne wta eastbourne   1/16 finals 1358,Eastbourne,WTA Eastbourne - 1/16-finals,M. Kessler - D. Kasatkina,M. Kessler,D. Kasatkina,home,Home,1.9867,1.9867,2.0,2.02,Unibet,0.50334726,blend_70_30,0.60269207,0.09934481,81,17,12,12,0,1.25,Strong,22072,1990,women:api:22072,women:api:1990,women:sackmann:220520,women:sackmann:214082,mapped,0.2,0.4,-0.2,0.4,0.6,-0.2,-0.5,0.6,-1.1,-2.4,1.1,-3.5,1,0,1,FORM_AGAINST_PICK,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-22T12:53:16.948759+02:00,win,1.233375,0.9867,2026-06-23T06:54:33+00:00,2 - 0,Finished,First Player,22072,21,19,21-19,48.0,1.921975,0.040041,12138910,12138910,
2957a1e55feb6ef5a39feb6d1979334a,pending,STRONG_BET,strong,pass_strong_edge,2026-06-22,16:30,men,grand_slam,grass,tournament_surface_map,Atp Singles,,,,,,,Wimbledon,ATP Wimbledon - Quarter-finals,atp singles wimbledon atp wimbledon   quarter finals 2053,Wimbledon,ATP Wimbledon - Quarter-finals,P. Herbert - P. Jubb,P. Jubb,P. Herbert,away,Away,2.181,2.181,2.2,2.25,Betfair,0.45850527,blend_70_30,0.53919896,0.08069368,16,18,10,10,0,1.25,Strong,385,1748,men:api:385,men:api:1748,men:sackmann:206703,men:sackmann:105732,mapped,0.4,0.6,-0.2,0.5,0.5,0.0,0.0,0.1,-0.1,0.7,0.0,0.7,0,0,0,FORM_NEUTRAL,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-22T08:11:47.431544+02:00,,,,,,,,,,,,,,,12139148,12139148,True
1383bc2735d99dbba4172883166443c4,loss,BET,normal,pass_edge,2026-06-22,17:00,men,atp_wta,grass,api_tournaments_metadata:tournament_sourface,Atp Singles,,,,,,,Eastbourne,ATP Eastbourne - 1/16-finals,atp singles eastbourne atp eastbourne   1/16 finals 2052,Eastbourne,ATP Eastbourne - 1/16-finals,Z. Bergs - J. Munar,J. Munar,Z. Bergs,away,Away,2.1733,2.1733,2.185,2.25,Pncl,0.46012976,blend_70_30,0.50829603,0.04816627,136,12,12,12,0,1.0,Standard,2083,1064,men:api:2083,men:api:1064,men:sackmann:144719,men:sackmann:200267,mapped,0.4,0.2,0.2,0.4,0.4,0.0,-0.2,-0.4,0.2,-0.7,-0.4,-0.3,1,1,0,FORM_NEUTRAL,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-22T12:53:11.865415+02:00,loss,-1.0,-1.0,2026-06-23T06:54:33+00:00,2 - 0,Finished,First Player,1064,21,20,21-20,49.0,0.921975,0.018816,12138874,12138874,
5cf1c9faf784f6fbff894b65911e5a54,loss,BET,normal,pass_edge,2026-06-22,17:30,women,atp_wta,grass,api_tournaments_metadata:tournament_sourface,Wta Singles,,,,,,,Bad Homburg,WTA Bad Homburg - 1/16-finals,wta singles bad homburg wta bad homburg   1/16 finals 4228,Bad Homburg,WTA Bad Homburg - 1/16-finals,A. Eala - E. Mertens,A. Eala,E. Mertens,home,Home,2.0508,2.0508,2.07,2.1,WilliamHill,0.48761459,blend_70_30,0.54393214,0.05631755,68,22,12,12,0,1.0,Standard,3490,521,women:api:3490,women:api:521,women:sackmann:223253,women:sackmann:210722,mapped,0.6,0.4,0.2,0.8,0.5,0.3,1.0,-0.1,1.1,2.7,0.3,2.4,2,0,2,FORM_SUPPORTS_PICK,H2H_TOO_SMALL,FATIGUE_RISK_PICK,2026-06-22T12:53:06.772087+02:00,loss,-1.0,-1.0,2026-06-23T06:54:33+00:00,0 - 2,Finished,Second Player,521,21,21,21-21,50.0,-0.078025,-0.00156,12138808,12138808,
7590850a7c624f2e3c2b6d8306186dad,win,BET,normal,pass_edge,2026-06-22,23:30,men,challenger,clay,api_tournaments_metadata:tournament_sourface,Challenger Men Singles,,,,,,,Piracicaba,Piracicaba - 1/16-finals,challenger men singles piracicaba piracicaba   1/16 finals 8499,Piracicaba,Piracicaba - 1/16-finals,H. Casanova - E. Ribeiro,H. Casanova,E. Ribeiro,home,Home,2.0888,2.0888,2.1,2.1,10Bet,0.47874378,blend_60_40,0.52029764,0.04155386,73,139,8,8,0,1.0,Standard,560,6712,men:api:560,men:api:6712,men:sackmann:106292,men:sackmann:200495,mapped,0.4,0.4,0.0,0.6,0.4,0.2,0.5,-0.1,0.6,2.3,0.7,1.6,0,0,0,FORM_SUPPORTS_PICK,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-22T12:53:31.202078+02:00,win,1.0888,1.0888,2026-06-23T06:54:33+00:00,2 - 0,Finished,First Player,560,22,21,22-21,51.0,1.010775,0.019819,12139029,12139029,
