match_id,date,gender,level,surface,tournament,winner_api_key,winner_name,winner_mapping_status,winner_sackmann_key,loser_api_key,loser_name,loser_mapping_status,loser_sackmann_key,coverage
api_tennis:12134475,2026-06-08,women,challenger,grass,Ilkley,women:api:1424,S. Kraus,auto_mapped,women:sackmann:221257,women:api:8978,L. Klimovicova,auto_mapped,women:sackmann:221626,both_mapped
api_tennis:12134476,2026-06-08,women,challenger,grass,Ilkley,women:api:36452,T. Prozorova,auto_mapped,women:sackmann:236955,women:api:40100,V. Podrez,auto_mapped,women:sackmann:247669,both_mapped
api_tennis:12134477,2026-06-08,women,challenger,grass,Ilkley,women:api:127,A. Urhobo,auto_mapped,women:sackmann:259857,women:api:12716,M. Sawangkaew,auto_mapped,women:sackmann:216566,both_mapped
api_tennis:12134484,2026-06-08,men,challenger,clay,San Miguel de Tucuman,men:api:9602,T. Cigarran,auto_mapped,men:sackmann:208532,men:api:85878,L. C. Castro,auto_mapped,men:sackmann:213952,both_mapped
api_tennis:12134510,2026-06-08,men,challenger,clay,Bratislava,men:api:906,M. Krumich,auto_mapped,men:sackmann:209322,men:api:668,M. Erhard,auto_mapped,men:sackmann:207231,both_mapped
api_tennis:12134513,2026-06-08,men,challenger,clay,Lyon,men:api:13386,S. Gulin,auto_mapped,men:sackmann:210425,men:api:2019,D. Jorda Sanchis,auto_mapped,men:sackmann:122554,both_mapped
api_tennis:12134514,2026-06-08,men,challenger,clay,Lyon,men:api:53339,R. Perot,auto_mapped,men:sackmann:212222,men:api:1315,L. Poullain,auto_mapped,men:sackmann:131911,both_mapped
api_tennis:12134515,2026-06-08,men,challenger,clay,Lyon,men:api:9360,L. Staeheli,auto_mapped,men:sackmann:207664,men:api:38103,I. Radulov,auto_mapped,men:sackmann:210721,both_mapped
api_tennis:12134516,2026-06-08,women,challenger,grass,Ilkley,women:api:1156,H. Tan,auto_mapped,women:sackmann:211552,women:api:2598,E. Appleton,auto_mapped,women:sackmann:215431,both_mapped
api_tennis:12134530,2026-06-08,men,challenger,grass,Ilkley,men:api:385,P. Jubb,auto_mapped,men:sackmann:206703,men:api:731,M. Lajal,auto_mapped,men:sackmann:210136,both_mapped
api_tennis:12134542,2026-06-08,men,challenger,clay,Lyon,men:api:52692,A. Sanchez Quilez,auto_mapped,men:sackmann:211639,men:api:7101,A. Martinez,auto_mapped,men:sackmann:208025,both_mapped
api_tennis:12134543,2026-06-08,men,challenger,clay,Lyon,men:api:1185,M. Martineau,auto_mapped,men:sackmann:200188,men:api:580,M. Janvier,auto_mapped,men:sackmann:126125,both_mapped
api_tennis:12134544,2026-06-08,men,challenger,clay,Lyon,men:api:678,M. Alcala Gurri,auto_mapped,men:sackmann:208024,men:api:428,J. Nikles,auto_mapped,men:sackmann:126627,both_mapped
api_tennis:12134545,2026-06-08,men,challenger,grass,Ilkley,men:api:6011,K. Smith,auto_mapped,men:sackmann:202333,men:api:690,R. Noguchi,auto_mapped,men:sackmann:200677,both_mapped
api_tennis:12134546,2026-06-08,men,challenger,grass,Ilkley,men:api:745,C. Broom,auto_mapped,men:sackmann:200277,men:api:2835,D. Evans,auto_mapped,men:sackmann:105554,both_mapped
api_tennis:12134547,2026-06-08,men,challenger,clay,Bratislava,men:api:9219,A. Shelbayh,auto_mapped,men:sackmann:209406,men:api:868,A. Santillan,auto_mapped,men:sackmann:117361,both_mapped
api_tennis:12134548,2026-06-08,men,challenger,clay,Bratislava,men:api:2406,T. Daniel,auto_mapped,men:sackmann:106121,men:api:2022,L. Neumayer,auto_mapped,men:sackmann:209903,both_mapped
api_tennis:12134549,2026-06-08,men,challenger,clay,Bratislava,men:api:12832,B. Gadamauri,auto_mapped,men:sackmann:207527,men:api:371,D. Kuzmanov,auto_mapped,men:sackmann:106220,both_mapped
api_tennis:12134550,2026-06-08,women,challenger,grass,Ilkley,women:api:223,I. Shymanovich,auto_mapped,women:sackmann:213576,women:api:2994,C. Ngounoue,auto_mapped,women:sackmann:238064,both_mapped
api_tennis:12134551,2026-06-08,women,challenger,grass,Ilkley,women:api:10911,C. Naef,auto_mapped,women:sackmann:232447,women:api:7356,M. Kobori,auto_mapped,women:sackmann:215468,both_mapped
api_tennis:12134552,2026-06-08,women,challenger,grass,Ilkley,women:api:24733,E. McDonald,auto_mapped,women:sackmann:259591,women:api:9387,R. A. Stoiber,auto_mapped,women:sackmann:239442,both_mapped
api_tennis:12134558,2026-06-08,women,challenger,grass,Ilkley,women:api:1149,T. Martincova,auto_mapped,women:sackmann:206124,women:api:6700,K. Cross,auto_mapped,women:sackmann:239436,both_mapped
api_tennis:12134568,2026-06-08,men,challenger,clay,Bratislava,men:api:2241,H. Barton,auto_mapped,men:sackmann:210558,men:api:565,N. Alvarez Varona,auto_mapped,men:sackmann:200374,both_mapped
api_tennis:12134598,2026-06-08,men,challenger,grass,Ilkley,men:api:39002,F. Romano,auto_mapped,men:sackmann:211542,men:api:2110,A. Gray,auto_mapped,men:sackmann:202400,both_mapped
api_tennis:12134647,2026-06-08,women,challenger,grass,Ilkley,women:api:30799,V. Valdmannova,auto_mapped,women:sackmann:260203,women:api:85963,E. Griffiths,auto_mapped,women:sackmann:270539,both_mapped
api_tennis:12134648,2026-06-08,men,challenger,grass,Ilkley,men:api:38208,H. Stewart,auto_mapped,men:sackmann:207171,men:api:945,O. Crawford,auto_mapped,men:sackmann:200610,both_mapped
api_tennis:12134649,2026-06-08,men,challenger,grass,Ilkley,men:api:40080,O. Okonkwo,auto_mapped,men:sackmann:209115,men:api:768,B. Jones,auto_mapped,men:sackmann:202346,both_mapped
api_tennis:12134394,2026-06-09,men,challenger,clay,Bratislava,men:api:384,Z. Kolar,auto_mapped,men:sackmann:144645,men:api:390,J. Jung,auto_mapped,men:sackmann:105359,both_mapped
api_tennis:12134397,2026-06-09,men,challenger,clay,Bratislava,men:api:935,L. Pokorny,auto_mapped,men:sackmann:209931,men:api:1324,A. Barrena,auto_mapped,men:sackmann:209875,both_mapped
api_tennis:12134400,2026-06-09,men,challenger,clay,Bratislava,men:api:566,A. Shevchenko,auto_mapped,men:sackmann:207686,men:api:576,F. C. Jianu,auto_mapped,men:sackmann:202262,both_mapped
api_tennis:12134411,2026-06-09,men,challenger,clay,Lyon,men:api:591,N. Sanchez Izquierdo,auto_mapped,men:sackmann:207663,men:api:808,R. Bertrand,auto_mapped,men:sackmann:209850,both_mapped
api_tennis:12134412,2026-06-09,men,challenger,clay,Lyon,men:api:1209,M. Damas,auto_mapped,men:sackmann:207732,men:api:9385,V. Gaubas,auto_mapped,men:sackmann:209147,both_mapped
api_tennis:12134417,2026-06-09,men,challenger,clay,Lyon,men:api:1762,C. Tabur,auto_mapped,men:sackmann:202127,men:api:1742,S. Gueymard Wayenburg,auto_mapped,men:sackmann:209849,both_mapped
api_tennis:12134418,2026-06-09,men,challenger,clay,Lyon,men:api:1331,A. Moro Canas,auto_mapped,men:sackmann:208279,men:api:1206,C. Hemery,auto_mapped,men:sackmann:123921,both_mapped
api_tennis:12134421,2026-06-09,men,challenger,clay,Lyon,men:api:395,M. Trungelliti,auto_mapped,men:sackmann:105477,men:api:415,P. Kotov,auto_mapped,men:sackmann:200303,both_mapped
api_tennis:12134463,2026-06-09,men,challenger,grass,Ilkley,men:api:1186,B. Harris,auto_mapped,men:sackmann:126129,men:api:7102,C. Chidekh,auto_mapped,men:sackmann:206889,both_mapped
api_tennis:12134466,2026-06-09,men,challenger,grass,Ilkley,men:api:9210,A. Gea,auto_mapped,men:sackmann:210338,men:api:1180,F. Maestrelli,auto_mapped,men:sackmann:208353,both_mapped
api_tennis:12134470,2026-06-09,women,challenger,grass,Ilkley,women:api:56261,M. Stoiana,auto_mapped,women:sackmann:223168,women:api:132,K. Day,auto_mapped,women:sackmann:215037,both_mapped
api_tennis:12134474,2026-06-09,women,challenger,grass,Ilkley,women:api:196,A. Krueger,auto_mapped,women:sackmann:221909,women:api:198,E. Kalieva,auto_mapped,women:sackmann:220722,both_mapped
api_tennis:12134478,2026-06-09,women,challenger,grass,Ilkley,women:api:9260,D. Vidmanova,auto_mapped,women:sackmann:221307,women:api:446,L. Fruhvirtova,auto_mapped,women:sackmann:222258,both_mapped
api_tennis:12134496,2026-06-09,men,challenger,clay,San Miguel de Tucuman,men:api:361,S. Rodriguez Taverna,auto_mapped,men:sackmann:144973,men:api:38298,K. Bennani,auto_mapped,men:sackmann:211558,both_mapped
api_tennis:12134497,2026-06-09,men,challenger,clay,San Miguel de Tucuman,men:api:1743,M. Pucinelli de Almeida,auto_mapped,men:sackmann:207799,men:api:38039,R. Dickerson,auto_mapped,men:sackmann:210599,both_mapped
api_tennis:12134498,2026-06-09,men,challenger,clay,San Miguel de Tucuman,men:api:54079,J. Estevez,auto_mapped,men:sackmann:211661,men:api:9035,M. Soto,auto_mapped,men:sackmann:207130,both_mapped
api_tennis:12134500,2026-06-09,men,challenger,clay,San Miguel de Tucuman,men:api:14270,L. E. Ambrogi,auto_mapped,men:sackmann:210377,men:api:712,J. S. Gomez,auto_mapped,men:sackmann:105944,both_mapped
api_tennis:12134504,2026-06-09,men,challenger,clay,San Miguel de Tucuman,men:api:6712,E. Ribeiro,auto_mapped,men:sackmann:200495,men:api:9597,S. De La Fuente,auto_mapped,men:sackmann:208099,both_mapped
api_tennis:12134536,2026-06-09,men,challenger,clay,San Miguel de Tucuman,men:api:66890,S. Heredia,auto_mapped,men:sackmann:212831,men:api:22977,J. Cundom,auto_mapped,men:sackmann:208424,both_mapped
api_tennis:12134587,2026-06-09,men,challenger,clay,San Miguel de Tucuman,men:api:39931,N. Villalon,auto_mapped,men:sackmann:210507,men:api:9378,E. Monferrer,auto_mapped,men:sackmann:208613,both_mapped
api_tennis:12134596,2026-06-09,men,challenger,clay,San Miguel de Tucuman,men:api:58881,T. Martinez,auto_mapped,men:sackmann:211658,men:api:67627,B. Chelia,auto_mapped,men:sackmann:212863,both_mapped
api_tennis:12134597,2026-06-09,men,challenger,clay,San Miguel de Tucuman,men:api:9602,T. Cigarran,auto_mapped,men:sackmann:208532,men:api:55062,S. Giamichelle,auto_mapped,men:sackmann:213839,both_mapped
api_tennis:12134660,2026-06-09,men,challenger,clay,Lyon,men:api:1185,M. Martineau,auto_mapped,men:sackmann:200188,men:api:68730,M. Kaouk,auto_mapped,men:sackmann:213174,both_mapped
api_tennis:12134661,2026-06-09,men,challenger,clay,Lyon,men:api:2019,D. Jorda Sanchis,auto_mapped,men:sackmann:122554,men:api:52692,A. Sanchez Quilez,auto_mapped,men:sackmann:211639,both_mapped
api_tennis:12134662,2026-06-09,men,challenger,clay,Lyon,men:api:52682,F. Balshaw,auto_mapped,men:sackmann:213149,men:api:9360,L. Staeheli,auto_mapped,men:sackmann:207664,both_mapped
api_tennis:12134664,2026-06-09,men,challenger,clay,Lyon,men:api:1775,P. Martinez,auto_mapped,men:sackmann:124079,men:api:13386,S. Gulin,auto_mapped,men:sackmann:210425,both_mapped
api_tennis:12134665,2026-06-09,men,challenger,clay,Lyon,men:api:9037,T. Boyer,auto_mapped,men:sackmann:207729,men:api:53339,R. Perot,auto_mapped,men:sackmann:212222,both_mapped
api_tennis:12134690,2026-06-09,women,challenger,grass,Ilkley,women:api:1815,L. Sun,manual_mapped,women:sackmann:215138,women:api:24733,E. McDonald,auto_mapped,women:sackmann:259591,both_mapped
api_tennis:12134691,2026-06-09,women,challenger,grass,Ilkley,women:api:1113,L. Stefanini,auto_mapped,women:sackmann:214593,women:api:30799,V. Valdmannova,auto_mapped,women:sackmann:260203,both_mapped
api_tennis:12134763,2026-06-09,men,challenger,clay,Bratislava,men:api:31143,M. Mrva,auto_mapped,men:sackmann:211617,men:api:906,M. Krumich,auto_mapped,men:sackmann:209322,both_mapped
api_tennis:12134765,2026-06-09,men,challenger,clay,Bratislava,men:api:38921,P. Brunclik,auto_mapped,men:sackmann:210557,men:api:9219,A. Shelbayh,auto_mapped,men:sackmann:209406,both_mapped
api_tennis:12134766,2026-06-09,men,challenger,clay,Bratislava,men:api:2241,H. Barton,auto_mapped,men:sackmann:210558,men:api:12832,B. Gadamauri,auto_mapped,men:sackmann:207527,both_mapped
api_tennis:12134767,2026-06-09,men,challenger,clay,Bratislava,men:api:2406,T. Daniel,auto_mapped,men:sackmann:106121,men:api:362,T. Skatov,auto_mapped,men:sackmann:207608,both_mapped
api_tennis:12134768,2026-06-09,men,challenger,clay,Bratislava,men:api:367,Z. Piros,auto_mapped,men:sackmann:200436,men:api:868,A. Santillan,auto_mapped,men:sackmann:117361,both_mapped
api_tennis:12134771,2026-06-09,men,challenger,grass,Ilkley,men:api:1308,D. Sweeny,auto_mapped,men:sackmann:208013,men:api:40080,O. Okonkwo,auto_mapped,men:sackmann:209115,both_mapped
api_tennis:12135117,2026-06-09,men,challenger,clay,Bratislava,men:api:389,C. H. Tseng,auto_mapped,men:sackmann:202358,men:api:371,D. Kuzmanov,auto_mapped,men:sackmann:106220,both_mapped
api_tennis:12134414,2026-06-10,men,challenger,clay,Lyon,men:api:65519,T. Faurel,auto_mapped,men:sackmann:212225,men:api:2105,F. Bax,auto_mapped,men:sackmann:202147,both_mapped
api_tennis:12134467,2026-06-10,men,challenger,grass,Ilkley,men:api:12951,J. Fearnley,auto_mapped,men:sackmann:207985,men:api:386,L. Nardi,auto_mapped,men:sackmann:208134,both_mapped
api_tennis:12134479,2026-06-10,women,challenger,grass,Ilkley,women:api:209,E. Mandlik,auto_mapped,women:sackmann:216097,women:api:9391,M. Xu,auto_mapped,women:sackmann:259685,both_mapped
api_tennis:12134499,2026-06-10,men,challenger,clay,San Miguel de Tucuman,men:api:433,F. Coria,auto_mapped,men:sackmann:105948,men:api:58211,S. Goity Zapico,auto_mapped,men:sackmann:211635,both_mapped
api_tennis:12134501,2026-06-10,men,challenger,clay,San Miguel de Tucuman,men:api:1853,N. Hardt,auto_mapped,men:sackmann:200572,men:api:53136,B. Fernandez,auto_mapped,men:sackmann:210218,both_mapped
api_tennis:12134505,2026-06-10,men,challenger,clay,San Miguel de Tucuman,men:api:65990,C. M. Zarate,auto_mapped,men:sackmann:212785,men:api:2085,J. B. Torres,auto_mapped,men:sackmann:208913,both_mapped
api_tennis:12134666,2026-06-10,men,challenger,clay,Bratislava,men:api:1899,V. Sachko,auto_mapped,men:sackmann:126964,men:api:426,T. Kokkinakis,auto_mapped,men:sackmann:106423,both_mapped
api_tennis:12134667,2026-06-10,men,challenger,clay,Bratislava,men:api:38264,F. Cina,auto_mapped,men:sackmann:210748,men:api:5979,J. Choinski,auto_mapped,men:sackmann:123828,both_mapped
api_tennis:12134692,2026-06-10,women,challenger,grass,Ilkley,women:api:25728,L. Tararudee,auto_mapped,women:sackmann:222290,women:api:223,I. Shymanovich,auto_mapped,women:sackmann:213576,both_mapped
api_tennis:12134693,2026-06-10,women,challenger,grass,Ilkley,women:api:1156,H. Tan,auto_mapped,women:sackmann:211552,women:api:3324,T. Preston,auto_mapped,women:sackmann:223194,both_mapped
api_tennis:12134694,2026-06-10,women,challenger,grass,Ilkley,women:api:1129,K. Swan,auto_mapped,women:sackmann:215042,women:api:1149,T. Martincova,auto_mapped,women:sackmann:206124,both_mapped
api_tennis:12134769,2026-06-10,men,challenger,grass,Ilkley,men:api:39002,F. Romano,auto_mapped,men:sackmann:211542,men:api:1208,F. Gill,auto_mapped,men:sackmann:208269,both_mapped
api_tennis:12134770,2026-06-10,men,challenger,grass,Ilkley,men:api:1183,T. Schoolkate,auto_mapped,men:sackmann:209262,men:api:385,P. Jubb,auto_mapped,men:sackmann:206703,both_mapped
api_tennis:12134772,2026-06-10,men,challenger,grass,Ilkley,men:api:6011,K. Smith,auto_mapped,men:sackmann:202333,men:api:3319,A. Bolt,auto_mapped,men:sackmann:106109,both_mapped
api_tennis:12134773,2026-06-10,men,challenger,grass,Ilkley,men:api:731,M. Lajal,auto_mapped,men:sackmann:210136,men:api:9515,M. Zheng,auto_mapped,men:sackmann:210116,both_mapped
api_tennis:12134774,2026-06-10,men,challenger,grass,Ilkley,men:api:1092,L. Riedi,auto_mapped,men:sackmann:209857,men:api:38208,H. Stewart,auto_mapped,men:sackmann:207171,both_mapped
api_tennis:12134775,2026-06-10,men,challenger,grass,Ilkley,men:api:827,H. Rocha,auto_mapped,men:sackmann:210012,men:api:745,C. Broom,auto_mapped,men:sackmann:200277,both_mapped
api_tennis:12135118,2026-06-10,men,challenger,clay,Lyon,men:api:591,N. Sanchez Izquierdo,auto_mapped,men:sackmann:207663,men:api:1066,L. van Assche,auto_mapped,men:sackmann:209414,both_mapped
api_tennis:12135136,2026-06-10,men,challenger,clay,Bratislava,men:api:384,Z. Kolar,auto_mapped,men:sackmann:144645,men:api:935,L. Pokorny,auto_mapped,men:sackmann:209931,both_mapped
api_tennis:12135229,2026-06-10,men,challenger,clay,Lyon,men:api:1205,K. Coppejans,auto_mapped,men:sackmann:106293,men:api:1331,A. Moro Canas,auto_mapped,men:sackmann:208279,both_mapped
api_tennis:12135369,2026-06-10,men,challenger,clay,Lyon,men:api:9037,T. Boyer,auto_mapped,men:sackmann:207729,men:api:1185,M. Martineau,auto_mapped,men:sackmann:200188,both_mapped
api_tennis:12135516,2026-06-10,men,challenger,clay,San Miguel de Tucuman,men:api:2189,A. Collarini,auto_mapped,men:sackmann:105911,men:api:37945,J. Cundom,auto_mapped,men:sackmann:208424,both_mapped
api_tennis:12135517,2026-06-10,men,challenger,clay,San Miguel de Tucuman,men:api:1756,N. Kicker,auto_mapped,men:sackmann:106044,men:api:58881,T. Martinez,auto_mapped,men:sackmann:211658,both_mapped
api_tennis:12135518,2026-06-10,men,challenger,clay,San Miguel de Tucuman,men:api:14085,L. J. Rodriguez,auto_mapped,men:sackmann:202271,men:api:39931,N. Villalon,auto_mapped,men:sackmann:210507,both_mapped
api_tennis:12135519,2026-06-10,men,challenger,clay,San Miguel de Tucuman,men:api:560,H. Casanova,auto_mapped,men:sackmann:106292,men:api:66890,S. Heredia,auto_mapped,men:sackmann:212831,both_mapped
api_tennis:12135665,2026-06-10,men,challenger,clay,San Miguel de Tucuman,men:api:9602,T. Cigarran,auto_mapped,men:sackmann:208532,men:api:5469,W. Leite,auto_mapped,men:sackmann:105868,both_mapped
api_tennis:12135137,2026-06-11,men,challenger,clay,Bratislava,men:api:31143,M. Mrva,auto_mapped,men:sackmann:211617,men:api:389,C. H. Tseng,auto_mapped,men:sackmann:202358,both_mapped
api_tennis:12135226,2026-06-11,men,challenger,clay,Lyon,men:api:52682,F. Balshaw,auto_mapped,men:sackmann:213149,men:api:1775,P. Martinez,auto_mapped,men:sackmann:124079,both_mapped
api_tennis:12135227,2026-06-11,men,challenger,clay,Lyon,men:api:2019,D. Jorda Sanchis,auto_mapped,men:sackmann:122554,men:api:1209,M. Damas,auto_mapped,men:sackmann:207732,both_mapped
api_tennis:12135228,2026-06-11,men,challenger,clay,Lyon,men:api:1735,D. E. Galan,auto_mapped,men:sackmann:123755,men:api:395,M. Trungelliti,auto_mapped,men:sackmann:105477,both_mapped
api_tennis:12135231,2026-06-11,men,challenger,clay,Bratislava,men:api:566,A. Shevchenko,auto_mapped,men:sackmann:207686,men:api:2241,H. Barton,auto_mapped,men:sackmann:210558,both_mapped
api_tennis:12135470,2026-06-11,men,challenger,clay,San Miguel de Tucuman,men:api:14270,L. E. Ambrogi,auto_mapped,men:sackmann:210377,men:api:361,S. Rodriguez Taverna,auto_mapped,men:sackmann:144973,both_mapped
api_tennis:12135658,2026-06-11,men,challenger,clay,Lyon,men:api:1762,C. Tabur,auto_mapped,men:sackmann:202127,men:api:65519,T. Faurel,auto_mapped,men:sackmann:212225,both_mapped
api_tennis:12135705,2026-06-11,men,challenger,clay,San Miguel de Tucuman,men:api:1743,M. Pucinelli de Almeida,auto_mapped,men:sackmann:207799,men:api:14085,L. J. Rodriguez,auto_mapped,men:sackmann:202271,both_mapped
api_tennis:12135707,2026-06-11,men,challenger,clay,San Miguel de Tucuman,men:api:7249,G. I. Justo,auto_mapped,men:sackmann:207815,men:api:560,H. Casanova,auto_mapped,men:sackmann:106292,both_mapped
api_tennis:12135708,2026-06-11,men,challenger,clay,San Miguel de Tucuman,men:api:9602,T. Cigarran,auto_mapped,men:sackmann:208532,men:api:54079,J. Estevez,auto_mapped,men:sackmann:211661,both_mapped
api_tennis:12135751,2026-06-11,men,challenger,clay,San Miguel de Tucuman,men:api:433,F. Coria,auto_mapped,men:sackmann:105948,men:api:2189,A. Collarini,auto_mapped,men:sackmann:105911,both_mapped
api_tennis:12134914,2026-06-12,women,challenger,grass,Ilkley,women:api:36452,T. Prozorova,auto_mapped,women:sackmann:236955,women:api:1424,S. Kraus,auto_mapped,women:sackmann:221257,both_mapped
api_tennis:12134995,2026-06-12,men,challenger,grass,Ilkley,men:api:15184,T. Samuel,auto_mapped,men:sackmann:210389,men:api:19536,A. Holmgren,auto_mapped,men:sackmann:200416,both_mapped
api_tennis:12135230,2026-06-12,men,challenger,grass,Ilkley,men:api:1308,D. Sweeny,auto_mapped,men:sackmann:208013,men:api:1186,B. Harris,auto_mapped,men:sackmann:126129,both_mapped
api_tennis:12135314,2026-06-12,women,challenger,grass,Ilkley,women:api:9260,D. Vidmanova,auto_mapped,women:sackmann:221307,women:api:1113,L. Stefanini,auto_mapped,women:sackmann:214593,both_mapped
api_tennis:12135315,2026-06-12,women,challenger,grass,Ilkley,women:api:56261,M. Stoiana,auto_mapped,women:sackmann:223168,women:api:1815,L. Sun,manual_mapped,women:sackmann:215138,both_mapped
api_tennis:12135316,2026-06-12,women,challenger,grass,Ilkley,women:api:10911,C. Naef,auto_mapped,women:sackmann:232447,women:api:127,A. Urhobo,auto_mapped,women:sackmann:259857,both_mapped
api_tennis:12135317,2026-06-12,women,challenger,grass,Ilkley,women:api:196,A. Krueger,auto_mapped,women:sackmann:221909,women:api:37850,A. Dudeney,auto_mapped,women:sackmann:260206,both_mapped
api_tennis:12135687,2026-06-12,men,challenger,grass,Ilkley,men:api:12951,J. Fearnley,auto_mapped,men:sackmann:207985,men:api:6011,K. Smith,auto_mapped,men:sackmann:202333,both_mapped
api_tennis:12135688,2026-06-12,men,challenger,grass,Ilkley,men:api:9368,O. Tarvet,auto_mapped,men:sackmann:210472,men:api:1183,T. Schoolkate,auto_mapped,men:sackmann:209262,both_mapped
api_tennis:12135689,2026-06-12,men,challenger,grass,Ilkley,men:api:39002,F. Romano,auto_mapped,men:sackmann:211542,men:api:1858,J. Pinnington Jones,auto_mapped,men:sackmann:209957,both_mapped
api_tennis:12135690,2026-06-12,men,challenger,grass,Ilkley,men:api:731,M. Lajal,auto_mapped,men:sackmann:210136,men:api:9210,A. Gea,auto_mapped,men:sackmann:210338,both_mapped
api_tennis:12135716,2026-06-12,women,challenger,grass,Ilkley,women:api:1156,H. Tan,auto_mapped,women:sackmann:211552,women:api:25728,L. Tararudee,auto_mapped,women:sackmann:222290,both_mapped
api_tennis:12135717,2026-06-12,women,challenger,grass,Ilkley,women:api:209,E. Mandlik,auto_mapped,women:sackmann:216097,women:api:507,D. Galfi,auto_mapped,women:sackmann:213646,both_mapped
api_tennis:12135750,2026-06-12,men,challenger,grass,Ilkley,men:api:17463,Dar. Blanch,manual_mapped,men:sackmann:209898,men:api:827,H. Rocha,auto_mapped,men:sackmann:210012,both_mapped
api_tennis:12135752,2026-06-12,men,challenger,clay,San Miguel de Tucuman,men:api:1756,N. Kicker,auto_mapped,men:sackmann:106044,men:api:1853,N. Hardt,auto_mapped,men:sackmann:200572,both_mapped
api_tennis:12135753,2026-06-12,women,challenger,grass,Ilkley,women:api:1129,K. Swan,auto_mapped,women:sackmann:215042,women:api:525,V. Golubic,auto_mapped,women:sackmann:203530,both_mapped
api_tennis:12136289,2026-06-13,men,challenger,clay,Lyon,men:api:2019,D. Jorda Sanchis,auto_mapped,men:sackmann:122554,men:api:9037,T. Boyer,auto_mapped,men:sackmann:207729,both_mapped
api_tennis:12136294,2026-06-13,men,challenger,clay,Bratislava,men:api:2406,T. Daniel,auto_mapped,men:sackmann:106121,men:api:38264,F. Cina,auto_mapped,men:sackmann:210748,both_mapped
api_tennis:12136295,2026-06-13,men,challenger,clay,Bratislava,men:api:566,A. Shevchenko,auto_mapped,men:sackmann:207686,men:api:1899,V. Sachko,auto_mapped,men:sackmann:126964,both_mapped
api_tennis:12136338,2026-06-13,men,challenger,clay,Lyon,men:api:52682,F. Balshaw,auto_mapped,men:sackmann:213149,men:api:1735,D. E. Galan,auto_mapped,men:sackmann:123755,both_mapped
api_tennis:12136339,2026-06-13,men,challenger,clay,San Miguel de Tucuman,men:api:14270,L. E. Ambrogi,auto_mapped,men:sackmann:210377,men:api:7249,G. I. Justo,auto_mapped,men:sackmann:207815,both_mapped
api_tennis:12136341,2026-06-13,women,challenger,grass,Ilkley,women:api:196,A. Krueger,auto_mapped,women:sackmann:221909,women:api:9260,D. Vidmanova,auto_mapped,women:sackmann:221307,both_mapped
api_tennis:12136342,2026-06-13,women,challenger,grass,Ilkley,women:api:10911,C. Naef,auto_mapped,women:sackmann:232447,women:api:56261,M. Stoiana,auto_mapped,women:sackmann:223168,both_mapped
api_tennis:12136415,2026-06-13,men,challenger,grass,Nottingham,men:api:2110,A. Gray,auto_mapped,men:sackmann:202400,men:api:28597,H. Jefferson,auto_mapped,men:sackmann:213890,both_mapped
api_tennis:12136416,2026-06-13,men,challenger,grass,Nottingham,men:api:40233,J. Watt,auto_mapped,men:sackmann:211767,men:api:362,T. Skatov,auto_mapped,men:sackmann:207608,both_mapped
api_tennis:12136417,2026-06-13,men,challenger,grass,Nottingham,men:api:627,G. Hussey,auto_mapped,men:sackmann:208144,men:api:9371,P. Brady,auto_mapped,men:sackmann:211394,both_mapped
api_tennis:12136418,2026-06-13,men,challenger,grass,Nottingham,men:api:386,L. Nardi,auto_mapped,men:sackmann:208134,men:api:770,O. Weightman,auto_mapped,men:sackmann:208267,both_mapped
api_tennis:12136419,2026-06-13,men,challenger,grass,Nottingham,men:api:1212,R. Bertola,auto_mapped,men:sackmann:200329,men:api:37890,W. Jansen,auto_mapped,men:sackmann:210522,both_mapped
api_tennis:12136420,2026-06-13,men,challenger,grass,Nottingham,men:api:1098,S. Kwon,auto_mapped,men:sackmann:126952,men:api:12967,M. Hurrion,auto_mapped,men:sackmann:209140,both_mapped
api_tennis:12136421,2026-06-13,men,challenger,grass,Nottingham,men:api:1882,J. McCabe,auto_mapped,men:sackmann:210317,men:api:70745,R. Lawlor,auto_mapped,men:sackmann:214213,both_mapped
api_tennis:12136422,2026-06-13,men,challenger,grass,Nottingham,men:api:6886,A. Matusevich,auto_mapped,men:sackmann:207760,men:api:1935,G. Den Ouden,auto_mapped,men:sackmann:209911,both_mapped
api_tennis:12136423,2026-06-13,men,challenger,grass,Nottingham,men:api:40080,O. Okonkwo,auto_mapped,men:sackmann:209115,men:api:1073,H. Grenier,auto_mapped,men:sackmann:126409,both_mapped
api_tennis:12136424,2026-06-13,men,challenger,grass,Nottingham,men:api:590,Z. Zhang,manual_mapped,men:sackmann:111190,men:api:70760,M. Ceban,auto_mapped,men:sackmann:213130,both_mapped
api_tennis:12136425,2026-06-13,men,challenger,grass,Nottingham,men:api:19536,A. Holmgren,auto_mapped,men:sackmann:200416,men:api:13535,M. Basing,auto_mapped,men:sackmann:209407,both_mapped
api_tennis:12136426,2026-06-13,men,challenger,grass,Nottingham,men:api:1739,J. Clarke,auto_mapped,men:sackmann:126652,men:api:411,D. Masur,auto_mapped,men:sackmann:109054,both_mapped
api_tennis:12136475,2026-06-13,men,challenger,grass,Ilkley,men:api:12951,J. Fearnley,auto_mapped,men:sackmann:207985,men:api:39002,F. Romano,auto_mapped,men:sackmann:211542,both_mapped
